transaction_id,target_company,acquirer,sector,sub_sector,deal_year,deal_quarter,deal_type,geography,financing_type,deal_size_mm,target_revenue_mm,target_ebitda_mm,ebitda_margin_pct,revenue_growth_pct,ev_ebitda_multiple,ev_revenue_multiple,synergy_pct_of_deal,outcome,strategic_rationale_tags,num_bidders,days_to_close,acquirer_type,target_ownership_pre
MA-2018-0189,Peak Diagnostics,Hologic,Medical Devices,Medical Devices,2018,Q3,Recapitalization,Southeast,All Cash,322.6,74.2,15.1,21.4,5.1,15.9,4.35,9.1,Withdrawn,Geographic Expansion|Margin Improvement|Cost Synergies,3,,Strategic,Private
MA-2024-0190,Tri Home Services,Vista Equity,Home Health/Hospice,Home Health/Hospice,2024,Q3,Recapitalization,Great Plains,Mixed,22.5,16.4,1.6,7.3,5.5,16.3,1.37,9.1,Closed,Geographic Expansion|Cross-sell,2,98.0,Financial Sponsor,Public
MA-2023-0191,Premier Care Providers,Warburg Pincus,Physician Groups,Physician Groups,2023,Q2,Leveraged Buyout,Great Plains,All Cash,111.3,58.0,9.0,13.5,5.0,14.0,1.92,5.5,Withdrawn,Geographic Expansion|Cross-sell,5,,Financial Sponsor,Non-Profit
MA-2019-0192,Southeast Physician Partners,Francisco Partners,Physician Groups,Physician Groups,2019,Q2,Leveraged Buyout,Mid-Atlantic,Earnout,420.2,202.0,26.7,12.6,16.6,11.7,2.08,5.1,Closed,Geographic Expansion|High Growth|Vertical Integration,1,50.0,Financial Sponsor,PE-Backed
MA-2019-0193,Pro Clinical Research,Hellman & Friedman,Pharma/Biotech,Pharma/Biotech,2019,Q3,Strategic Acquisition,National,Cash + Stock,845.7,105.7,28.8,24.8,19.3,22.5,8.0,13.3,Closed,Scale|High Growth|Margin Improvement|Diversification,4,90.0,Financial Sponsor,Non-Profit
MA-2015-0194,Paramount Home Infusion,AccentCare,Home Health/Hospice,Home Health/Hospice,2015,Q1,Bolt-on Acquisition,Multi-Regional,Seller Financing,1102.5,1060.1,106.0,12.5,11.4,17.7,1.04,13.9,Closed,Scale|Geographic Expansion|Platform Build|Diversification,3,231.0,Strategic,Non-Profit
MA-2021-0195,Evergreen Care Solutions,Blackstone,Healthcare Services,Healthcare Services,2021,Q1,Bolt-on Acquisition,Southwest,All Cash,299.0,122.0,20.3,12.9,17.5,14.6,2.45,13.3,Closed,Geographic Expansion|Platform Build|High Growth|Vertical Integration,3,404.0,Financial Sponsor,Private
MA-2017-0196,Coastal Health Management,CHRISTUS Health,Healthcare Services,Healthcare Services,2017,Q1,Recapitalization,Southwest,Leveraged,1057.7,455.9,57.0,17.6,8.1,17.7,2.32,3.5,Withdrawn,Scale|Geographic Expansion|Cross-sell,1,,Strategic,Non-Profit
MA-2023-0197,Peak Home Health Partners,Veritas Capital,Home Health/Hospice,Home Health/Hospice,2023,Q4,Management Buyout,Midwest,Earnout,27.1,13.2,0.9,9.9,4.9,13.5,2.06,7.8,Closed,Geographic Expansion|Vertical Integration,3,303.0,Financial Sponsor,Public
MA-2017-0198,Superior Recovery,Talkspace,Behavioral Health,Behavioral Health,2017,Q3,Management Buyout,Mid-Atlantic,Earnout,47.4,25.1,4.0,10.1,12.3,11.1,1.89,6.4,Closed,Geographic Expansion|Market Share,3,389.0,Strategic,Private
MA-2020-0199,Pro Pharma,Welsh Carson,Pharma/Biotech,Pharma/Biotech,2020,Q4,Management Buyout,West Coast,Mixed,1890.6,235.7,69.8,27.8,8.6,27.4,8.02,2.1,Closed,Scale|Geographic Expansion|Margin Improvement|Cross-sell,1,147.0,Financial Sponsor,Private
MA-2020-0200,Green Gene Therapy,Regeneron,Pharma/Biotech,Pharma/Biotech,2020,Q3,Leveraged Buyout,Southeast,Seller Financing,115.3,14.3,3.7,31.4,20.0,19.6,8.07,7.9,Withdrawn,Geographic Expansion|High Growth|Margin Improvement|Vertical Integration,3,,Strategic,Private
MA-2020-0201,Green Revenue Cycle,Warburg Pincus,Revenue Cycle,Revenue Cycle,2020,Q1,Merger of Equals,Southwest,Seller Financing,79.3,16.0,3.1,18.3,13.6,21.6,4.95,20.0,Withdrawn,Geographic Expansion|Market Share,5,,Financial Sponsor,PE-Backed
MA-2021-0202,Eagle Physician Partners,Bain Capital,Physician Groups,Physician Groups,2021,Q1,Recapitalization,Northeast,Leveraged,48.8,57.4,9.5,15.5,6.4,15.9,0.85,4.1,Closed,Geographic Expansion|Cross-sell,3,283.0,Financial Sponsor,PE-Backed
MA-2021-0203,Vantage Therapeutics,Advent International,Pharma/Biotech,Pharma/Biotech,2021,Q4,SPAC Merger,National,Stock,314.9,37.7,11.4,33.6,14.9,19.5,8.36,7.7,Closed,Margin Improvement|Vertical Integration,1,303.0,Financial Sponsor,Private
MA-2019-0204,Reliable Integrated Behavioral,Warburg Pincus,Behavioral Health,Behavioral Health,2019,Q2,SPAC Merger,National,Leveraged,14.3,8.3,0.9,8.1,23.7,10.0,1.73,8.6,Rumored,High Growth|Market Share,4,,Financial Sponsor,Private
MA-2019-0205,Tri Physician Partners,KKR,Physician Groups,Physician Groups,2019,Q3,Strategic Acquisition,National,Mixed,159.7,63.1,10.3,11.9,11.6,9.9,2.53,15.2,Closed,Market Share,2,209.0,Financial Sponsor,PE-Backed
MA-2018-0206,Cascade Health Informatics,Advent International,Health IT,Health IT,2018,Q4,Bolt-on Acquisition,Southwest,Seller Financing,125.0,23.1,5.6,22.4,24.1,22.6,5.42,13.8,Withdrawn,Technology Capability|Geographic Expansion|Platform Build|High Growth|Margin Improvement|Cross-sell,2,,Financial Sponsor,Private
MA-2022-0207,Integrated Home Health,Enhabit,Home Health/Hospice,Home Health/Hospice,2022,Q3,Recapitalization,Mountain West,Leveraged,20.7,13.8,0.9,12.7,3.3,10.6,1.5,5.5,Closed,Geographic Expansion|Vertical Integration,1,373.0,Strategic,PE-Backed
MA-2021-0208,Titan Medical Associates,Nordic Capital,Physician Groups,Physician Groups,2021,Q1,Merger of Equals,Great Plains,Leveraged,370.4,216.6,21.4,12.3,11.1,10.2,1.71,17.3,Closed,Geographic Expansion|Cost Synergies,3,324.0,Financial Sponsor,Private
MA-2023-0209,Horizon Gene Therapy,Vista Equity,Pharma/Biotech,Pharma/Biotech,2023,Q2,Bolt-on Acquisition,Northeast,All Cash,9193.4,1154.9,319.9,24.9,15.2,28.2,7.96,8.9,Closed,Scale|Geographic Expansion|Platform Build|High Growth|Margin Improvement|Cost Synergies,3,153.0,Financial Sponsor,Public
MA-2022-0210,Cardinal Medical Billing,Conifer Health,Revenue Cycle,Revenue Cycle,2022,Q1,Management Buyout,Great Plains,Earnout,43.8,12.9,2.3,17.0,8.0,20.5,3.39,4.3,Closed,Geographic Expansion|Vertical Integration,4,214.0,Strategic,Private
MA-2020-0211,Woodland Gene Therapy,Gilead Sciences,Pharma/Biotech,Pharma/Biotech,2020,Q3,SPAC Merger,Midwest,Seller Financing,88.5,10.7,2.9,25.7,21.4,24.6,8.3,8.5,Closed,Geographic Expansion|High Growth|Margin Improvement|Market Share,2,158.0,Strategic,PE-Backed
MA-2022-0212,Great Behavioral Services,LifeStance Health,Behavioral Health,Behavioral Health,2022,Q4,Management Buyout,Southeast,Cash + Stock,142.8,63.2,7.9,16.3,13.2,11.0,2.26,2.7,Closed,Geographic Expansion|Vertical Integration,2,179.0,Strategic,PE-Backed
MA-2022-0213,Crest Digital Health,Epic Systems,Health IT,Health IT,2022,Q2,Strategic Acquisition,National,Stock,439.9,66.3,15.8,25.8,20.1,22.7,6.63,22.0,Closed,Technology Capability|High Growth|Margin Improvement|Market Share,3,159.0,Strategic,Non-Profit
MA-2018-0214,Highland Medical Practice,Welsh Carson,Physician Groups,Physician Groups,2018,Q2,Management Buyout,Midwest,Leveraged,63.6,44.5,3.2,15.7,12.5,7.8,1.43,6.5,Closed,Geographic Expansion|Cost Synergies,4,228.0,Financial Sponsor,Private
MA-2022-0215,Prime Surgical Systems,Boston Scientific,Medical Devices,Medical Devices,2022,Q4,Leveraged Buyout,Great Plains,All Cash,116.0,21.7,5.5,29.7,6.5,17.1,5.34,7.2,Closed,Geographic Expansion|Margin Improvement|Market Share,2,341.0,Strategic,PE-Backed
MA-2024-0216,Victory Multispecialty Group,New Mountain Capital,Physician Groups,Physician Groups,2024,Q2,Management Buyout,Mountain West,Stock,98.7,114.8,10.9,15.9,15.9,15.1,0.86,4.8,Withdrawn,Geographic Expansion|High Growth|Cross-sell,5,,Financial Sponsor,Private
MA-2021-0217,Coastal Palliative Care,Enhabit,Home Health/Hospice,Home Health/Hospice,2021,Q1,Carve-out,Mountain West,Mixed,143.0,110.0,8.4,10.8,13.1,11.5,1.3,6.1,Closed,Geographic Expansion|Carve-out Complexity|Vertical Integration,2,376.0,Strategic,Non-Profit
MA-2023-0218,Meridian Recovery,Universal Health Services,Behavioral Health,Behavioral Health,2023,Q2,Strategic Acquisition,Midwest,Stock,16.5,10.5,1.4,17.7,15.1,13.3,1.57,15.2,Pending,Geographic Expansion|High Growth|Cross-sell,2,,Strategic,Private
MA-2022-0219,Paramount Instruments,KKR,Medical Devices,Medical Devices,2022,Q2,SPAC Merger,National,Stock,2535.9,448.0,116.5,26.0,18.8,18.5,5.66,7.5,Closed,Scale|High Growth|Margin Improvement|Cross-sell,2,238.0,Financial Sponsor,Public
MA-2021-0220,Keystone Pharmaceuticals,Amgen,Pharma/Biotech,Pharma/Biotech,2021,Q2,Leveraged Buyout,Multi-Regional,Seller Financing,985.8,125.3,40.5,25.2,14.5,29.2,7.87,8.3,Closed,Scale|Geographic Expansion|Margin Improvement|Diversification,2,353.0,Strategic,PE-Backed
MA-2023-0221,Zenith Medical Solutions,Vista Equity,Healthcare Services,Healthcare Services,2023,Q4,Recapitalization,Mid-Atlantic,Seller Financing,152.5,52.6,7.5,15.8,15.6,16.9,2.9,9.3,Withdrawn,Geographic Expansion|High Growth|Diversification,2,,Financial Sponsor,Private
MA-2022-0222,First Home Care,CenterWell Home Health,Home Health/Hospice,Home Health/Hospice,2022,Q1,SPAC Merger,National,All Cash,206.4,135.8,8.3,14.0,6.1,13.9,1.52,5.0,Closed,Diversification,3,99.0,Strategic,Private
MA-2021-0223,Victory Counseling,Talkspace,Behavioral Health,Behavioral Health,2021,Q2,Recapitalization,National,Mixed,283.5,139.7,15.1,12.8,17.4,11.8,2.03,3.4,Closed,High Growth|Market Share,3,406.0,Strategic,Public
MA-2020-0224,Western Biosciences,GTCR,Pharma/Biotech,Pharma/Biotech,2020,Q3,Management Buyout,Multi-Regional,Earnout,185.4,22.1,5.5,30.4,12.8,26.0,8.4,2.4,Closed,Geographic Expansion|Margin Improvement|Cross-sell,2,286.0,Financial Sponsor,PE-Backed
MA-2024-0225,Legacy Mental Health,Talkspace,Behavioral Health,Behavioral Health,2024,Q3,SPAC Merger,Northeast,Mixed,23.8,17.2,2.0,10.0,15.6,8.7,1.38,7.1,Withdrawn,Geographic Expansion|High Growth|Vertical Integration,2,,Strategic,Private
MA-2021-0226,Strategic Medical Management,Vista Equity,Healthcare Services,Healthcare Services,2021,Q2,Bolt-on Acquisition,West Coast,Mixed,582.9,204.5,27.8,12.0,9.1,16.5,2.85,11.7,Closed,Scale|Geographic Expansion|Platform Build|Cross-sell,1,91.0,Financial Sponsor,PE-Backed
MA-2020-0227,Silver Medicaid MCO,Blackstone,Health Insurance,Health Insurance,2020,Q4,SPAC Merger,Northeast,Stock,458.4,611.2,64.8,6.0,10.4,18.3,0.75,6.0,Closed,Geographic Expansion|Market Share,1,307.0,Financial Sponsor,Private
MA-2019-0228,Southwest Claims Management,Hellman & Friedman,Revenue Cycle,Revenue Cycle,2019,Q4,Leveraged Buyout,Multi-Regional,Mixed,96.5,24.3,4.5,22.3,8.0,16.4,3.97,2.9,Closed,Geographic Expansion|Margin Improvement|Cost Synergies,2,206.0,Financial Sponsor,Public
MA-2022-0229,Quality Orthodontics,Aspen Dental (ADMI),Dental,Dental,2022,Q3,Bolt-on Acquisition,National,Cash + Stock,176.3,77.7,12.4,14.7,17.4,12.4,2.27,8.5,Closed,Platform Build|High Growth|Cost Synergies,4,147.0,Strategic,Private
MA-2016-0230,Golden Surgical Systems,Edwards Lifesciences,Medical Devices,Medical Devices,2016,Q1,Leveraged Buyout,Multi-Regional,All Cash,84.7,16.2,3.5,24.8,5.6,17.2,5.24,6.3,Closed,Geographic Expansion|Margin Improvement|Vertical Integration,3,297.0,Strategic,PE-Backed
MA-2016-0231,Prime Managed Care,Advent International,Health Insurance,Health Insurance,2016,Q4,Leveraged Buyout,National,All Cash,5536.6,7481.9,508.8,2.7,12.3,15.5,0.74,5.1,Closed,Scale|Cross-sell,5,280.0,Financial Sponsor,Private
MA-2020-0232,Summit Medical Group,Bain Capital,Healthcare Services,Healthcare Services,2020,Q2,Merger of Equals,Great Plains,Seller Financing,330.6,121.1,15.3,14.2,9.4,11.9,2.73,10.6,Closed,Geographic Expansion|Market Share,3,250.0,Financial Sponsor,Private
MA-2022-0233,Crown Home Health Partners,BrightSpring Health,Home Health/Hospice,Home Health/Hospice,2022,Q4,Recapitalization,Southwest,Cash + Stock,1095.8,416.7,55.0,6.1,10.1,17.2,2.63,7.9,Withdrawn,Scale|Geographic Expansion|Diversification,4,,Strategic,Private
MA-2021-0234,Regional Coding Solutions,New Mountain Capital,Revenue Cycle,Revenue Cycle,2021,Q1,Carve-out,West Coast,Leveraged,58.1,14.0,2.8,18.6,18.2,18.1,4.14,6.0,Withdrawn,Geographic Expansion|High Growth|Carve-out Complexity|Market Share,5,,Financial Sponsor,PE-Backed
MA-2020-0235,Ivy Health Plan,TPG Capital,Health Insurance,Health Insurance,2020,Q2,Merger of Equals,Mid-Atlantic,Stock,170.1,76.3,2.3,9.9,13.0,18.8,2.23,14.8,Closed,Geographic Expansion|Diversification,2,282.0,Financial Sponsor,PE-Backed
MA-2023-0236,Coastal Gene Therapy,Francisco Partners,Pharma/Biotech,Pharma/Biotech,2023,Q1,Platform Investment,Mid-Atlantic,Cash + Stock,9980.3,1292.8,362.0,30.1,17.7,24.8,7.72,7.2,Closed,Scale|Geographic Expansion|Platform Build|High Growth|Margin Improvement|Diversification,2,272.0,Financial Sponsor,Non-Profit
MA-2021-0237,Star Orthodontics,Bain Capital,Dental,Dental,2021,Q1,Carve-out,Midwest,Leveraged,54.5,31.1,6.0,17.5,17.2,11.7,1.75,5.6,Closed,Geographic Expansion|High Growth|Carve-out Complexity|Cross-sell,3,313.0,Financial Sponsor,Non-Profit
MA-2021-0238,Keystone Health Data,Netsmart Technologies,Health IT,Health IT,2021,Q4,Platform Investment,Midwest,Seller Financing,21.0,3.6,0.7,26.6,23.0,25.4,5.78,2.2,Withdrawn,Technology Capability|Geographic Expansion|Platform Build|High Growth|Margin Improvement|Market Share,4,,Strategic,Public
MA-2020-0239,Grand Practice Management,Bain Capital,Revenue Cycle,Revenue Cycle,2020,Q4,Management Buyout,National,Stock,32.3,7.9,1.7,16.9,10.4,21.5,4.08,5.9,Pending,Market Share,3,,Financial Sponsor,Public
MA-2020-0240,Charter Health Benefits,UnitedHealth Group,Health Insurance,Health Insurance,2020,Q1,Leveraged Buyout,Great Plains,Stock,100.0,50.0,2.2,3.3,6.4,18.3,2.0,5.4,Closed,Geographic Expansion|Cross-sell,5,236.0,Strategic,Private
MA-2018-0241,Silver Psychiatric Services,Warburg Pincus,Behavioral Health,Behavioral Health,2018,Q1,Recapitalization,Southwest,Seller Financing,26.6,10.3,1.7,14.8,21.1,14.4,2.59,9.3,Closed,Geographic Expansion|High Growth|Market Share,5,182.0,Financial Sponsor,Public
MA-2017-0242,Capital Diagnostics,Becton Dickinson,Medical Devices,Medical Devices,2017,Q1,Platform Investment,Northeast,Seller Financing,780.2,171.9,45.0,21.3,9.2,22.6,4.54,9.8,Closed,Scale|Geographic Expansion|Platform Build|Margin Improvement|Diversification,1,164.0,Strategic,Private
MA-2020-0243,Summit Clinical Research,Amgen,Pharma/Biotech,Pharma/Biotech,2020,Q1,Minority Investment,Southeast,Mixed,351.5,43.4,14.8,27.9,11.0,21.8,8.1,3.2,Closed,Geographic Expansion|Margin Improvement|Vertical Integration,4,137.0,Strategic,Private
MA-2018-0244,Lincoln Health Plan,Centene,Health Insurance,Health Insurance,2018,Q1,Carve-out,Great Plains,Earnout,7157.3,6689.1,715.7,5.7,16.7,19.4,1.07,10.2,Closed,Scale|Geographic Expansion|High Growth|Carve-out Complexity|Market Share,3,126.0,Strategic,PE-Backed
MA-2022-0245,Select Medical Management,Ardent Health Services,Healthcare Services,Healthcare Services,2022,Q2,Bolt-on Acquisition,Southwest,Earnout,68.0,35.8,6.8,15.8,14.9,14.7,1.9,5.2,Closed,Geographic Expansion|Platform Build|Diversification,2,49.0,Strategic,Private
MA-2019-0246,Platinum Medical Practice,New Mountain Capital,Physician Groups,Physician Groups,2019,Q1,Strategic Acquisition,Mid-Atlantic,Earnout,250.0,147.1,20.4,11.9,5.6,9.2,1.7,15.5,Closed,Geographic Expansion|Market Share,5,375.0,Financial Sponsor,Non-Profit
MA-2020-0247,Pacific Oral Health,Aspen Dental (ADMI),Dental,Dental,2020,Q4,Management Buyout,West Coast,Seller Financing,168.1,85.3,17.9,15.5,6.8,13.2,1.97,3.5,Closed,Geographic Expansion|Diversification,2,351.0,Strategic,Non-Profit
MA-2015-0248,Clearwater RCM,Veritas Capital,Revenue Cycle,Revenue Cycle,2015,Q4,Platform Investment,Northeast,Seller Financing,34.7,9.8,1.9,23.2,10.6,15.7,3.53,8.2,Withdrawn,Geographic Expansion|Platform Build|Margin Improvement|Vertical Integration,3,,Financial Sponsor,Private
MA-2020-0249,Principal Practice Management,Parallon,Revenue Cycle,Revenue Cycle,2020,Q1,Strategic Acquisition,Midwest,Cash + Stock,176.8,41.3,7.1,17.0,14.3,15.9,4.28,10.8,Withdrawn,Geographic Expansion|Vertical Integration,3,,Strategic,PE-Backed
MA-2015-0250,Quantum Home Health Partners,Hellman & Friedman,Home Health/Hospice,Home Health/Hospice,2015,Q2,Leveraged Buyout,Southeast,Leveraged,199.3,138.4,18.3,15.4,11.4,9.4,1.44,2.5,Withdrawn,Geographic Expansion|Diversification,3,,Financial Sponsor,Non-Profit
MA-2024-0251,Taft Care Partners,Vista Equity,Healthcare Services,Healthcare Services,2024,Q1,Bolt-on Acquisition,Southwest,Seller Financing,24.3,11.5,2.2,15.7,12.9,9.6,2.11,6.9,Closed,Geographic Expansion|Platform Build|Cost Synergies,5,330.0,Financial Sponsor,Public
MA-2022-0252,Universal Health AI,Warburg Pincus,Health IT,Health IT,2022,Q4,Management Buyout,Mid-Atlantic,Earnout,219.2,37.5,7.1,21.5,19.6,23.3,5.85,10.0,Closed,Technology Capability|Geographic Expansion|High Growth|Margin Improvement|Market Share,5,211.0,Financial Sponsor,Non-Profit
MA-2020-0253,Midland Dental Network,Vista Equity,Dental,Dental,2020,Q3,Minority Investment,Great Plains,Leveraged,37.6,13.5,2.1,14.8,4.5,12.2,2.79,2.0,Terminated,Geographic Expansion|Cross-sell,5,,Financial Sponsor,Private
MA-2022-0254,Apex Health Benefits,Oscar Health,Health Insurance,Health Insurance,2022,Q2,Bolt-on Acquisition,Northeast,Leveraged,256.3,139.3,14.5,6.8,7.5,13.8,1.84,6.4,Closed,Geographic Expansion|Platform Build|Cost Synergies,2,198.0,Strategic,Private
MA-2023-0255,Metro Physician Partners,Nordic Capital,Physician Groups,Physician Groups,2023,Q1,SPAC Merger,West Coast,All Cash,7.4,4.4,0.5,7.6,5.2,9.9,1.67,6.6,Closed,Geographic Expansion|Market Share,3,267.0,Financial Sponsor,Public
MA-2018-0256,First Revenue Cycle,Change Healthcare,Health IT,Health IT,2018,Q2,Minority Investment,National,Earnout,186.6,36.5,8.5,21.9,24.0,22.7,5.11,2.4,Closed,Technology Capability|High Growth|Margin Improvement|Diversification,5,91.0,Strategic,Private
MA-2019-0257,Highland Psychiatric Services,LifeStance Health,Behavioral Health,Behavioral Health,2019,Q1,Recapitalization,National,Leveraged,16.8,6.9,0.6,13.6,11.0,8.7,2.44,3.0,Closed,Diversification,3,378.0,Strategic,PE-Backed
MA-2021-0258,Silver Instruments,GTCR,Medical Devices,Medical Devices,2021,Q1,Bolt-on Acquisition,Mountain West,Leveraged,438.5,96.8,23.5,26.6,10.2,17.2,4.53,6.9,Closed,Geographic Expansion|Platform Build|Margin Improvement|Market Share,2,224.0,Financial Sponsor,PE-Backed
MA-2022-0259,Tri Hospice,Bain Capital,Home Health/Hospice,Home Health/Hospice,2022,Q1,Bolt-on Acquisition,Northeast,Cash + Stock,18.3,13.1,1.3,14.2,16.0,16.4,1.4,14.3,Pending,Geographic Expansion|Platform Build|High Growth|Cross-sell,3,,Financial Sponsor,PE-Backed
MA-2020-0260,Hudson Care Analytics,Francisco Partners,Health IT,Health IT,2020,Q3,Management Buyout,Great Plains,Seller Financing,16.4,2.7,0.5,18.2,23.5,18.9,6.08,3.1,Closed,Technology Capability|Geographic Expansion|High Growth|Vertical Integration,5,67.0,Financial Sponsor,Private
MA-2015-0261,Granite Life Sciences,Amgen,Pharma/Biotech,Pharma/Biotech,2015,Q4,Merger of Equals,Mid-Atlantic,Mixed,4507.0,681.8,207.9,27.9,20.3,26.6,6.61,12.1,Closed,Scale|Geographic Expansion|High Growth|Margin Improvement|Diversification,5,408.0,Strategic,Private
MA-2021-0262,Prime Dental Solutions,Welsh Carson,Dental,Dental,2021,Q1,Carve-out,National,Stock,14.3,3.9,0.7,15.5,6.4,11.8,3.63,8.9,Closed,Carve-out Complexity|Market Share,3,365.0,Financial Sponsor,Private
MA-2023-0263,Granite Diagnostics,Vista Equity,Medical Devices,Medical Devices,2023,Q2,Platform Investment,Mid-Atlantic,Leveraged,217.4,36.4,10.7,29.6,10.7,24.0,5.98,2.7,Closed,Geographic Expansion|Platform Build|Margin Improvement|Vertical Integration,2,258.0,Financial Sponsor,Private
MA-2017-0264,Charter Multispecialty Group,Bain Capital,Physician Groups,Physician Groups,2017,Q2,Platform Investment,West Coast,Earnout,506.0,284.3,25.9,17.0,6.0,12.0,1.78,6.2,Closed,Scale|Geographic Expansion|Platform Build|Cost Synergies,2,207.0,Financial Sponsor,Private
MA-2023-0265,Regional RCM,Conifer Health,Revenue Cycle,Revenue Cycle,2023,Q4,Recapitalization,West Coast,Leveraged,61.9,13.9,3.3,23.4,16.6,20.9,4.45,8.6,Closed,Geographic Expansion|High Growth|Margin Improvement|Cost Synergies,2,99.0,Strategic,Private
MA-2018-0266,Pinnacle Labs,Bain Capital,Pharma/Biotech,Pharma/Biotech,2018,Q1,Minority Investment,Southeast,Earnout,1687.4,218.6,65.6,28.7,19.7,26.5,7.72,3.1,Closed,Scale|Geographic Expansion|High Growth|Margin Improvement|Market Share,2,243.0,Financial Sponsor,Public
MA-2024-0267,Capital Hospice,Interim HealthCare,Home Health/Hospice,Home Health/Hospice,2024,Q2,Carve-out,Southwest,All Cash,40.4,13.7,2.1,12.2,9.6,12.7,2.94,14.5,Closed,Geographic Expansion|Carve-out Complexity|Market Share,4,171.0,Strategic,Public
MA-2020-0268,Vantage Psychiatric Services,Vista Equity,Behavioral Health,Behavioral Health,2020,Q1,Management Buyout,Southeast,Leveraged,34.0,12.2,1.7,10.5,22.2,13.5,2.78,9.0,Closed,Geographic Expansion|High Growth|Vertical Integration,3,65.0,Financial Sponsor,PE-Backed
MA-2020-0269,Quality Behavioral Health,Lyra Health,Behavioral Health,Behavioral Health,2020,Q4,Merger of Equals,Multi-Regional,All Cash,31.2,16.3,2.7,14.5,16.0,11.6,1.91,20.7,Closed,Geographic Expansion|High Growth|Cross-sell,5,102.0,Strategic,Private
MA-2021-0270,Reliable Medical Practice,Veritas Capital,Physician Groups,Physician Groups,2021,Q2,Leveraged Buyout,Southeast,Stock,40.8,38.5,5.0,8.6,14.7,11.1,1.06,7.2,Closed,Geographic Expansion|Cross-sell,1,103.0,Financial Sponsor,PE-Backed
MA-2019-0271,Harbor PACE,Hellman & Friedman,Home Health/Hospice,Home Health/Hospice,2019,Q4,Strategic Acquisition,Midwest,Stock,80.7,40.0,6.2,14.7,5.3,16.1,2.02,17.2,Closed,Geographic Expansion|Cost Synergies,1,259.0,Financial Sponsor,Private
MA-2022-0272,Paramount Health Benefits,Francisco Partners,Health Insurance,Health Insurance,2022,Q1,Leveraged Buyout,Great Plains,Mixed,220.7,99.4,1.0,5.9,11.1,19.1,2.22,8.5,Closed,Geographic Expansion|Cost Synergies,4,277.0,Financial Sponsor,Public
MA-2022-0273,Harbor Home Health Partners,General Atlantic,Home Health/Hospice,Home Health/Hospice,2022,Q2,Strategic Acquisition,Midwest,Cash + Stock,15.4,9.9,1.2,6.3,5.2,16.9,1.56,12.9,Closed,Geographic Expansion|Vertical Integration,2,214.0,Financial Sponsor,Private
MA-2020-0274,Keystone Medical Solutions,Trinity Health,Healthcare Services,Healthcare Services,2020,Q2,Leveraged Buyout,Multi-Regional,Stock,43.6,15.5,2.6,13.7,7.5,11.6,2.82,2.7,Pending,Geographic Expansion|Diversification,1,,Strategic,Non-Profit
MA-2019-0275,Select Mental Health,BetterHelp,Behavioral Health,Behavioral Health,2019,Q2,Carve-out,Multi-Regional,All Cash,63.1,20.9,2.4,17.9,18.4,9.1,3.02,12.3,Closed,Geographic Expansion|High Growth|Carve-out Complexity|Diversification,2,263.0,Strategic,PE-Backed
MA-2020-0276,Golden Orthodontics,GTCR,Dental,Dental,2020,Q4,Leveraged Buyout,Midwest,Seller Financing,587.9,299.9,52.8,13.2,6.9,15.2,1.96,4.3,Closed,Scale|Geographic Expansion|Diversification,1,151.0,Financial Sponsor,Non-Profit
MA-2017-0277,National Multispecialty Group,KKR,Physician Groups,Physician Groups,2017,Q3,Merger of Equals,Southeast,Stock,27.2,13.7,1.0,8.1,15.5,12.0,1.98,15.7,Closed,Geographic Expansion|High Growth|Market Share,3,247.0,Financial Sponsor,PE-Backed
MA-2023-0278,Taft Medical Associates,Vista Equity,Physician Groups,Physician Groups,2023,Q1,Platform Investment,Great Plains,Cash + Stock,12.2,8.8,1.2,10.4,12.1,10.0,1.38,9.1,Closed,Geographic Expansion|Platform Build|Diversification,1,311.0,Financial Sponsor,Private
MA-2023-0279,Zenith Specialty Care,GTCR,Physician Groups,Physician Groups,2023,Q3,Bolt-on Acquisition,Midwest,Stock,75.9,36.7,5.5,12.3,9.6,8.9,2.07,8.4,Withdrawn,Geographic Expansion|Platform Build|Cost Synergies,3,,Financial Sponsor,Private
MA-2023-0280,Alliance Primary Care,Nordic Capital,Physician Groups,Physician Groups,2023,Q3,Leveraged Buyout,West Coast,Cash + Stock,388.8,313.5,24.8,7.4,9.6,13.4,1.24,3.4,Closed,Geographic Expansion|Cost Synergies,1,272.0,Financial Sponsor,PE-Backed
MA-2022-0281,Premier Medical Management,Ascension Health,Healthcare Services,Healthcare Services,2022,Q2,Bolt-on Acquisition,National,Earnout,50.1,16.9,2.6,13.9,3.5,17.3,2.96,7.1,Rumored,Platform Build|Vertical Integration,1,,Strategic,Private
MA-2022-0282,Vantage PBM,General Atlantic,Health Insurance,Health Insurance,2022,Q3,Strategic Acquisition,Multi-Regional,Mixed,4563.1,2193.8,43.9,2.9,6.8,16.0,2.08,20.5,Closed,Scale|Geographic Expansion|Market Share,5,208.0,Financial Sponsor,Non-Profit
MA-2020-0283,Woodland Home Care,VNS Health,Home Health/Hospice,Home Health/Hospice,2020,Q2,Management Buyout,Mid-Atlantic,Seller Financing,28.9,28.1,3.4,8.8,13.6,11.5,1.03,3.1,Closed,Geographic Expansion|Cost Synergies,2,81.0,Strategic,Private
